id,type,name,displayName,relApplicationToBusinessCapability,relApplicationToDataObject,relApplicationToITComponent:displayName,relApplicationToITComponent:activeFrom,relApplicationToITComponent:activeUntil,relApplicationToITComponent:costTotalAnnual,relApplicationToITComponent:description,relApplicationToITComponent:obsolescenceRiskComment,relApplicationToITComponent:obsolescenceRiskStatus,relApplicationToITComponent:serviceLevel,relApplicationToITComponent:technicalSuitability,relApplicationToProject,tags:GxP,tags:GD IT Teams,tags:Owned By,tags:Owning Function,tags:Business Domain,tags:Maturity Status,tags:Main Area,tags:PACE,tags:Business Unit,tags:Vendor,tags:LX PS WiP,tags:Region,tags:Other tags,relApplicationToUserGroup,maturityStatus,CMDB_SYS_ID,cmdbBizAppUrl,relToChild,functionalSuitability,technicalSuitability
8cca11b9-552c-4fd0-a84b-7bc5f0594172,Application,Beamery Talent CRM,Beamery Talent CRM,Talent Acquisition;Talent Acquisition / Recruiting,Candidate,Microsoft Bookings with Me,,,,,,,,,Career Site Replacement,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,Human Resources / Talent Acquisition,white,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=82fecdbe87e265546a4e0e98cebb35a0,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=61e4b573871535141db8ca2acebb358a,,,
8cca11b9-552c-4fd0-a84b-7bc5f0594172,Application,Beamery Talent CRM,Beamery Talent CRM,Talent Acquisition;Talent Acquisition / Recruiting,Candidate,Okta SSO,,,,,,,,,Career Site Replacement,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,Human Resources / Talent Acquisition,white,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=82fecdbe87e265546a4e0e98cebb35a0,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=61e4b573871535141db8ca2acebb358a,,,
8cca11b9-552c-4fd0-a84b-7bc5f0594172,Application,Beamery Talent CRM,Beamery Talent CRM,Talent Acquisition;Talent Acquisition / Recruiting,Candidate,Sender Authentication,,,,,,,,,Career Site Replacement,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,Human Resources / Talent Acquisition,white,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=82fecdbe87e265546a4e0e98cebb35a0,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=61e4b573871535141db8ca2acebb358a,,,
73b51701-a2df-477f-ada9-89831ba78d7e,Application,Beeline,Beeline,Core HR / Contingent Worker;Core HR / Workforce Deployment;Foundational Capabilities / Resource Management;HR Operations Management,,Beeline Application Hosting,,,,,,,,,HR Data Lake Re-architecture Part 1;Replace SumTotal Integrations;Workday Demand Backlog;Workday People Integrations,,,,,,,G&A IT - Human Resources,,DO&PM,,,,G&A IT,Human Resources / NEMO,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=fee1b357db92db44c9dadda5ca9619f4,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=e1e4b573871535141db8ca2acebb358b,,appropriate,fullyAppropriate
73b51701-a2df-477f-ada9-89831ba78d7e,Application,Beeline,Beeline,Core HR / Contingent Worker;Core HR / Workforce Deployment;Foundational Capabilities / Resource Management;HR Operations Management,,Beeline Beeline SaaS Hosting,,,,,,,,,HR Data Lake Re-architecture Part 1;Replace SumTotal Integrations;Workday Demand Backlog;Workday People Integrations,,,,,,,G&A IT - Human Resources,,DO&PM,,,,G&A IT,Human Resources / NEMO,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=fee1b357db92db44c9dadda5ca9619f4,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=e1e4b573871535141db8ca2acebb358b,,appropriate,fullyAppropriate
73b51701-a2df-477f-ada9-89831ba78d7e,Application,Beeline,Beeline,Core HR / Contingent Worker;Core HR / Workforce Deployment;Foundational Capabilities / Resource Management;HR Operations Management,,Ping One SSO,,,,,,,,,HR Data Lake Re-architecture Part 1;Replace SumTotal Integrations;Workday Demand Backlog;Workday People Integrations,,,,,,,G&A IT - Human Resources,,DO&PM,,,,G&A IT,Human Resources / NEMO,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=fee1b357db92db44c9dadda5ca9619f4,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=e1e4b573871535141db8ca2acebb358b,,appropriate,fullyAppropriate
abc1ac75-c1d3-422b-83e5-045f7cf9f721,Application,Benchling - Research,Benchling - Research,IOPS Product Development / Technical Transfer,,,,,,,,,,,,,,R&pD Owned,,,,R&pD IT,,,,,,R&pD IT,0193 - Viral Vector Technologies;0330 - Protein Expression Sciences;0340 - Therapeutic Antibodies;1212 - Preclin Mfg & Proc Dev,,,,,,adequate
e3273d98-b821-4e92-a1db-23666a675501,Application,BenefitSolver,BenefitSolver,Benefits Management,,BenefitSolver Application Hosting,,,,,,,,,Workday Demand Backlog,,,,,,,G&A IT - Human Resources,,,,,,Business Owned;G&A IT,Human Resources / Total Rewards,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=a2a999b71bd6b3402f3da8e82d4bcb51,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=61e4b573871535141db8ca2acebb358c,,perfect,fullyAppropriate
e3273d98-b821-4e92-a1db-23666a675501,Application,BenefitSolver,BenefitSolver,Benefits Management,,Okta SSO,,,,,,,,,Workday Demand Backlog,,,,,,,G&A IT - Human Resources,,,,,,Business Owned;G&A IT,Human Resources / Total Rewards,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=a2a999b71bd6b3402f3da8e82d4bcb51,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=61e4b573871535141db8ca2acebb358c,,perfect,fullyAppropriate
672d7024-c135-4cd1-b69f-43ed6a55f67b,Application,Benevity ESR,Benevity ESR,~Global Medical Affairs (GMA) / Operations & Execution / Externally Sponsored Research,,ESR Excel,,,,,,,,,,,,,,,,,,MA,,,,,ESR,,,,,appropriate,adequate
672d7024-c135-4cd1-b69f-43ed6a55f67b,Application,Benevity ESR,Benevity ESR,~Global Medical Affairs (GMA) / Operations & Execution / Externally Sponsored Research,,ESR SP,,,,,,,,,,,,,,,,,,MA,,,,,ESR,,,,,appropriate,adequate
672d7024-c135-4cd1-b69f-43ed6a55f67b,Application,Benevity ESR,Benevity ESR,~Global Medical Affairs (GMA) / Operations & Execution / Externally Sponsored Research,,Okta SSO,,,,,,,,,,,,,,,,,,MA,,,,,ESR,,,,,appropriate,adequate
55d96503-ffbf-4931-845a-9c6e10f23339,Application,BetterComp,BetterComp,Compensation Management,,,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,Business Owned;G&A IT,Human Resources / Compensation,,,https://regeneron.service-now.com/now/nav/ui/classic/params/target/cmdb_ci_business_app.do%3Fsys_id%3D4c10a30e2bc5a290f2a6fa45fe91bfaf,,,
418461c9-779e-44df-baa0-272aa28678fd,Application,Beyond Trust PRA,Beyond Trust PRA,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
baf85427-6ff6-42ea-b38c-8eaf1d79e0be,Application,BioRegistry,BioRegistry,,,,,,,,,,,,,,,R&pD Owned,,,,R&pD IT,,,,,,R&pD IT,0284 - Research Program Management;0330 - Protein Expression Sciences;0340 - Therapeutic Antibodies,,,,,,
3996d71a-6733-43f9-b4a4-5ecac9aa90ea,Application,BioRender,BioRender,,,BioRender BioRender SaaS Hosting,,,,,,,,,,,,R&pD Owned,,,,R&pD IT,,,,,,,,,,,,,
fe779c0e-4596-4be3-a9ad-ee4433371b6b,Application,Biovia One Lab ELN - GxP,Biovia One Lab ELN - GxP,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
7e77550c-f35f-4bc1-a5cf-325eacdc1f89,Application,Biovia OneLab ELN,Biovia OneLab ELN,,,,,,,,,,,,IOPS - GLO Biovia OneLab ELN;IOPS - GLO Biovia OneLab ELN Phase 2,,,,,,,,,,,,,,,,,,,,
53b3187e-f26e-43b2-8218-3cf875a76d4d,Application,BLAST (NCBI tool),BLAST (NCBI tool),,,,,,,,,,,,,,,R&pD Owned,,,,R&pD IT,,,,,,,,,,,,,
fe23bb2e-97c5-46d3-bb93-1c2e503df85a,Application,BlauLabs Geo Track and Trace,BlauLabs Geo Track and Trace,,,,,,,,,,,,,No,,,,,,IOPS,,,,,,,,,,,,,
0a44049a-d847-4885-9616-88d3754e121c,Application,Bloomberg,Bloomberg,Treasury Management / Fixed-Asset Project Accounting / Perform capital planning and project approval;Treasury Management / General Accounting and Reporting / Financial reporting;Treasury Management / Planning and Management Accounting / Manage financial performance;Treasury Management / Revenue Accounting / Process customer credit;Treasury Management / Treasury Operations / Manage cash;Treasury Management / Treasury Operations / Manage debt and investment;Treasury Management / Treasury Operations / Manage treasury policies and procedures,,,,,,,,,,,,,,,,,,G&A IT - Financial Services,,,,,,Business Owned;G&A IT,Financial Services / Treasury;Financial Services / Treasury / OPS Liquidity,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=d64ad29487e06518ed31bbff8bbb3543,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=7b504e52db7ca0103c9ec245059619bb,,,
bb53f378-86fc-4277-90f1-33e421d2c794,Application,Blue Mountain Regulatory Asset Manager (BMRAM),Blue Mountain Regulatory Asset Manager (BMRAM),IOPS Enterprise Support / Application Management;IOPS Enterprise Support / Infrastructure Management;IOPS Plant Management / Asset Accounting;IOPS Plant Management / Asset Management;IOPS Plant Management / Asset Performance;IOPS Plant Management / Calibration Management;IOPS Plant Management / Enterprise Recipe Mgmt;IOPS Plant Management / Plant Maintenance;IOPS Plant Management / Preventive Maintenance Scheduling;IOPS Plant Management / Work Order Management,,,,,,,,,,,IOPS - GLO BMRAM R3 Cloud Migration;IOPS - GLO EAMS Upgrade (Maximo);IOPS - GLO RCM Integration Program / IOPS - GLO RCM Blue Mountain and Timestone Integration,Yes,,,,,,IOPS,,,,,Global,,,,,,,,
18755ace-3a39-4ba5-96be-f8592cdb522e,Application,Bluebeam,Bluebeam,"Real Estate & Facilities Management / Engineering, Design and Construction Management / Engineering & Architecture",,,,,,,,,,,,,,,,,,Real Estate & Facilities Mgmt,,,,,,,Real Estate & Facilities Mgmt,green,928d6fe6dbb024103c9ec24505961966,,,,
4912fd40-91eb-4a9b-942e-3a1a4862aba0,Application,Blueprint PWA,Blueprint PWA,~Development Operations & Portfolio Management (DO & PM) / Drug Development Project and Portfolio Management / Program and Project Management (Drug Development),,Power Apps,,,,,,,,,,,,,,,,,,DO&PM,Microsoft,,,,Global Development,,,,,,
7f394536-9eaa-4658-8a99-2b3a0b975b68,Application,Bluesheet Budget,Bluesheet Budget,Collaborations & Touchpoints / Finance,,,,,,,,,,,,,,,,,,,,DO&PM,,,,,Global Development,,,,,appropriate,adequate
908d8f84-fef4-438e-9578-01323776bd10,Application,Body Techniques,Body Techniques,Benefits Management / Wellness,,,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,Human Resources / Total Rewards,,,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_business_app.do?sys_id=e5e4b573871535141db8ca2acebb35cb,,,
880609e0-fe0f-4ba8-bf5b-56cfed2ee95f,Application,Boomi,Boomi,Foundational Capabilities;Integration,,Amazon.com / AWS EC2,,,,,,,,,Workday Demand Backlog,,,,,,,,,Quality,,Merged data,,,G&A IT;Quality,yellow,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_discovered.do?sys_id=dcf4d616db9d30509efa8a1848961968,,,,
880609e0-fe0f-4ba8-bf5b-56cfed2ee95f,Application,Boomi,Boomi,Foundational Capabilities;Integration,,Okta SSO,,,,,,,,,Workday Demand Backlog,,,,,,,,,Quality,,Merged data,,,G&A IT;Quality,yellow,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_discovered.do?sys_id=dcf4d616db9d30509efa8a1848961968,,,,
adf3c149-555f-4c38-90cc-692bb3457246,Application,BrassRing,BrassRing,Talent Acquisition / Recruiting,,,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,Human Resources / People Analytics and Reporting;Human Resources / Talent Acquisition,white,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=84d4169cf93bcd4481258999c9c26da5,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=31e4b573871535141db8ca2acebb35d0,,,
bab4a004-5b46-45ba-b02b-00ef7428fbb4,Application,Bright Horizons,Bright Horizons,Benefits Management,,Bright Horizon Bright Horizon Application Hosting,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,Business Owned;G&A IT,Human Resources / Total Rewards,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=d30e65371ba1245046a7da4cbc4bcb45,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=39e4b573871535141db8ca2acebb35d1,,,
3a95b5c5-3ffc-4c2e-81fe-8c5e50e1579a,Application,Broadbean,Broadbean,Talent Acquisition / Recruiting,,CareerBuilder CareerBuilder Application Hosting,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,Human Resources / Talent Acquisition,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_discovered.do?sys_id=3fd13b17db92db44c9dadda5ca96198b,,,,
4bef8665-e4e8-4968-87b6-0bb7ec21f683,Application,Broadspire,Broadspire,Core HR / HR Absence Management,,Broadspire Broadspire Application Hosting,,,,,,,,,Broadspire Replacement,,,,,,,G&A IT - Human Resources,,,,,,Business Owned;G&A IT,Human Resources / HR Operations,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=967561731b61245046a7da4cbc4bcbf3,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=35e4b573871535141db8ca2acebb35d2,,,
f6d0b886-aa50-4b2e-9ba8-cc450d307e78,Application,Brooks Expert Support Tool (Best),Brooks Expert Support Tool (Best),IOPS Plant Management / Plant Maintenance,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
e36754a5-2240-42a2-be7e-eeb398af576c,Application,BSI LIMS,BSI LIMS,Collaborations & Touchpoints / Research,,,,,,,,,,,,,,,,,,,,ECD,,,,,,,,,,appropriate,adequate
cb9ead8e-3c71-493c-b9dd-a32b3f4da5a4,Application,Building Automation System JCI Metasys,Building Automation System JCI Metasys,"IOPS Plant Management / Building Automation;Real Estate & Facilities Management / Facilities Operations and Maintenance / Heating and Cooling, Power, Lighting, Elevators, Plumbing",,,,,,,,,,,,,,,,,,Real Estate & Facilities Mgmt,,,,,,,Real Estate & Facilities Mgmt,green,3ae1b357db92db44c9dadda5ca9619e2,,,perfect,adequate
26c88a9b-e4d1-4be7-a41a-bbd6bbf20d94,Application,Bulk Chemical Distribution System→FUT,Bulk Chemical Distribution System→FUT,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
101c1cb5-ddb6-4114-ba21-71077d665450,Application,C Technologies SoloVPE,C Technologies SoloVPE,IOPS Quality Control,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
d2f4f2dc-be3b-456b-b52f-66663fb61fd8,Application,C Technologies SoloVPE - Manufacturing,C Technologies SoloVPE - Manufacturing,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
c5ce1914-e723-4cb2-9fda-cf72633e6efb,Application,Calyx IRT/RTSM,Calyx IRT/RTSM,~Biostatistics and Data Management (BDM) / Data Management / Clinical Data Acquisition;~Development Operations & Portfolio Management (DO & PM) / Study Execution and Tracking;~Development Operations & Portfolio Management (DO & PM) / Study Execution and Tracking / Clinical Drug Supply Management,,PPD/IRT/ERT Report Integration to Data Lake Bot,,,,,,,,,,,,,,,,,,BDM;DO&PM,Calyx,,,,Clinical Drug Supply and Logistics,,,,,appropriate,adequate
b8748667-77bc-45bf-a1ba-6cf02822e50a,Application,Candex Agency Portal,Candex Agency Portal,Talent Acquisition / Recruiting,,Candex Application Hosting,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,Business Owned;G&A IT,Human Resources / Talent Acquisition,yellow,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=5a17e5771b61245046a7da4cbc4bcb02,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=79e4b573871535141db8ca2acebb35d6,,,
951506ab-28b5-43d6-8e71-d7e70dbffe89,Application,Cantor Fitzgerald,Cantor Fitzgerald,Compensation Management,,,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,Business Owned;G&A IT,Human Resources / Total Rewards,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=ded749cedbb6a590c10db8f3f39619bf,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=f5e4b573871535141db8ca2acebb35d7,,,
2aaeec2b-adc4-4448-837c-badab3706b4b,Application,Captivate,Captivate,Talent Development / Learning Management,,Adobe Captivate,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,Business Owned;G&A IT,Human Resources / Talent Development,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_appl.do?sys_id=8eb7ed7f1b6acc108ef243b4bd4bcb74,,,,
de32e69c-cafc-41b9-ba4b-e31923a91893,Application,CCure,CCure,Manage Corporate Security / Physical Security / Location Security,,,,,,,,,,,,,,,,,,Law,,,,,,,Law / Legal Security,green,423f3d4b6f1f3a806ea3d4a21c3ee479,,,perfect,fullyAppropriate
8815496b-5711-4f9d-9045-06401f6a2fdf,Application,CCURE 9000 Security Management System,CCURE 9000 Security Management System,,,,,,,,,,,,IOPS - REN P2000 Upgrade to C-Cure,,,,,,,IOPS,,,,,,,,,,,,,
bcc96a89-a59f-4f3c-a1d8-918340eb2d86,Application,CDER Direct,CDER Direct,~Regulatory / Health authority content,,,,,,,,,,,,,,,,,,,,RA,,,,,Regulatory,,,,,appropriate,adequate
726f1644-9ffe-4357-889c-2bbc67b23bba,Application,CDER NextGen,CDER NextGen,~Regulatory / Health authority content,,,,,,,,,,,,,,,,,,,,RA,,,,,Regulatory,,,,,appropriate,adequate
47af1527-27fe-41c2-826b-fd55cdda3895,Application,CDPHP,CDPHP,Benefits Management,,CDPHP CDPHP Application Hosting,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,Business Owned;G&A IT,Human Resources / Total Rewards,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=1dd18b101323b204be0b58222244b041,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=b5e4b573871535141db8ca2acebb35dd,,,
3509c7e7-72a8-432f-99d6-495535ee8d8e,Application,CEC Portal,CEC Portal,IOPS Plant Management / Environmental Health and Safety (EHS),,,,,,,,,,,,No,,,,,,IOPS,,,,,,,,,,,,,
64a1af83-2da0-4356-a7fb-f1af828a31f9,Application,Cellario,Cellario,IOPS Quality Control,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
b11c3d7e-0100-46d7-a25a-c5ffe5158a14,Application,Centralized Sample Tracking,Centralized Sample Tracking,~Early Clinical Development (ECD) / Precision Medicine / Sample Management and Reconciliation,,,,,,,,,,,,,,,,,,,,ECD,,,,,ECD;Enterprise,,,,,,
f77322db-f127-41f9-9d71-851e9387be3c,Application,CES Information Management tool,CES Information Management tool,~Development Operations & Portfolio Management (DO & PM) / Drug Development Project and Portfolio Management / Program and Project Management (Drug Development),,,,,,,,,,,,,,,,,,,,DO&PM,,,,,Program Portfolio Operations,,,,,,
9982bc9e-2030-48e8-8e2f-00037c6f57e9,Application,CETOL 6σ Tolerance Analysis Software,CETOL 6σ Tolerance Analysis Software,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
5c2fce2c-fcf5-4f29-a229-60e2e750d72f,Application,Charles River Axcess Database - RAH,Charles River Axcess Database - RAH,IOPS Quality Control,,,,,,,,,,,,,,,,,,IOPS,,,,,IE,,,,,,,,
7f837c8e-9270-46e1-aec4-233ad6f87dd0,Application,Chemical Manager- RAH,Chemical Manager- RAH,IOPS Plant Management / Environmental Health and Safety (EHS),,,,,,,,,,,,,,,,,,IOPS,,,,,IE,,,,,,,,
6766eafe-08fa-44ca-9db0-26fa4f761c92,Application,Chromeleon,Chromeleon,IOPS Quality Control,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
1fc65356-a807-4bd8-aebb-0d1bf14cbe4f,Application,Cigna,Cigna,Benefits Management,,Cigna Cigna Application Hosting,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,Business Owned;G&A IT,Human Resources / Total Rewards,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=af0e65371ba1245046a7da4cbc4bcbd3,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=06e4f573871535141db8ca2acebb350d,,,
71df2ac4-84e8-439e-821b-3dcb52b143e0,Application,Cintas Gemini Gowning Vending Machine (TL),Cintas Gemini Gowning Vending Machine (TL),,,,,,,,,,,,,No,,,,,,IOPS,,,,,US,,,,,,,,
c58332e0-207b-4b8e-a429-ec477a853460,Application,Clario ERT,Clario ERT,~Biostatistics and Data Management (BDM) / Data Management / Clinical Data Acquisition,,PPD/IRT/ERT Report Integration to Data Lake Bot,,,,,,,,,,,,,,,,,,BDM,Clario,,,,"BDM, DO&PM",,,,,appropriate,adequate
9917767e-56c8-48e0-82e4-22adcd0df691,Application,Claroty Process Area Monitoring,Claroty Process Area Monitoring,IOPS Enterprise Support / IT Security,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
be51f17d-ec34-4cde-9233-85a1838a0f97,Application,Clearsight,Clearsight,Treasury Management / Treasury Operations / Manage cash,,,,,,,,,,,,,,,,,,G&A IT - Financial Services,,,,,,Business Owned;G&A IT,Financial Services / Treasury,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=8a88c36797c29910b88fbf2e6253afaa,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=58f14296db7ca0103c9ec24505961970,,,
50016673-948e-40e0-8242-782c3d143b05,Application,ClearTrial,ClearTrial,Collaborations & Touchpoints / Finance,,,,,,,,,,,,,,,,,,,,DO&PM;MA,Oracle,,,,Finance (GDS),,,,,appropriate,adequate
056c98d6-cf6e-49d8-99e7-8e62ea8abee0,Application,Clearwater - Treasury Partners,Clearwater - Treasury Partners,"Treasury Management / General Accounting and Reporting / Financial reporting;Treasury Management / General Accounting and Reporting / Manage policies and procedures;Treasury Management / Internal Controls / Compliance Reporting;Treasury Management / Internal Controls / Establish internal controls, policies, and procedures;Treasury Management / Internal Controls / Operate controls and monitor compliance;Treasury Management / Planning and Management Accounting / Manage financial performance;Treasury Management / Treasury Operations / Manage cash;Treasury Management / Treasury Operations / Manage debt and investment;Treasury Management / Treasury Operations / Manage treasury policies and procedures",,,,,,,,,,,,,,,,,,G&A IT - Financial Services,,,,,,Business Owned;G&A IT;SOX,Financial Services / Treasury;Financial Services / Treasury / OPS Liquidity,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_discovered.do?sys_id=4fe1f357db92db44c9dadda5ca961945,,,,
